DIA;TEMP_MAX;TEMP_MIN;TEM_MED;TEMP_MED PTO_ORV;TEMP_MED BUL_MOL;DEG_DAYS_BASE_18,3°_AQC;DEG_DAYS_BASE_18,3°_RES;PRECIP;PRES_MED_EST;PRES_MED_MAR;;;;;;;;
2020-06-08;27,8;26,4;27,3;23,9;24,6;0;0,9;0;1009,5;1010,2;5,2;266;4,8;22,5;270;12,9;270;8
2020-06-09;30;27;28,4;24,4;25,2;0;5,196;0;1010,2;1012,6;6,2;91;6,4;24,1;68;17,7;68;9
2020-06-10;30,7;24,7;27,4;24,2;25;0;8,969;0;1010,5;1012,9;3,2;78;4,8;27,4;112;19,3;68;10
2020-06-11;31,1;24,9;27,6;24,1;24,9;0;9,263;0,2;1010,7;1013,1;6;61;6,4;29;68;17,7;68;11
2020-06-12;31,5;24,7;27;24,3;24,9;0;8,713;7,8;1009,9;1012,3;2,6;92;3,2;40,2;112;20,9;112;12
2020-06-13;31,7;24,6;26,7;24,6;25,1;0;8,376;14,2;1010,4;1012,8;1,7;115;1,6;43,5;68;25,7;68;13
2020-06-14;31;24,3;27,4;24,6;25,2;0;9,019;0,2;1010,9;1013,4;1,2;26;3,2;16,1;292;11,3;112;14
2020-06-15;29,7;23,5;26,3;24,1;24,6;0;7,954;16,2;1011,3;1013,7;1,1;338;1,6;29;112;11,3;112;15
2020-06-16;30,3;23,3;26,3;24,2;24,7;0;7,941;7,4;1010,8;1013,3;2,1;32;3,2;29;135;9,7;22;16
2020-06-17;30,7;23,6;26,3;24;24,5;0;7,919;35,4;1010,8;1013,2;1,6;62;3,2;27,4;135;14,5;135;17
2020-06-18;30,1;24,9;27;24,8;25,3;0;8,701;5;1010,6;1013;3,5;69;3,2;30,6;90;14,5;90;18
2020-06-19;31,1;25,3;28;24,9;25,6;0;9,66;2,4;1011,1;1013,5;6,4;79;6,4;27,4;45;12,9;90;19
2020-06-20;31,5;25,1;27,8;24,7;25,3;0;9,428;5;1010,9;1013,3;4,9;108;4,8;33,8;112;16,1;112;20
2020-06-21;31,5;24,3;27,1;24,6;25,1;0;8,718;7;1010,9;1013,3;3,8;93;4,8;40,2;90;19,3;90;21
2020-06-22;31,7;24,5;27,5;24,5;25,2;0;9,153;2,2;1010;1012,4;1,1;68;3,2;27,4;90;14,5;112;22
2020-06-23;30,8;24,6;26,7;24,8;25,2;0;8,392;12,2;1008,3;1010,7;0,4;247;1,6;27,4;112;14,5;135;23
2020-06-24;30,1;24,1;26,7;24,5;25;0;8,349;3,6;1008,8;1011,2;2,1;75;4,8;32,2;112;16,1;112;24
2020-06-25;31,6;25,4;28,5;24,8;25,6;0;9,769;0;1010,2;1012,6;6,2;82;6,4;24,1;112;12,9;90;25
2020-06-26;31,3;23,4;26,5;24,3;24,8;0;8,138;19,2;1009,7;1012,1;1,6;56;3,2;37;112;19,3;135;26
2020-06-27;30,8;24,2;27,2;24,5;25,1;0;8,883;1,2;1008,6;1011;3,4;72;4,8;24,1;45;12,9;90;27
2020-06-28;31,6;25;27,9;24,8;25,5;0;9,597;1;1008,7;1011,1;3,2;95;3,2;25,7;90;9,7;112;28
2020-06-29;31,5;24,3;27,4;24,5;25,1;0;9,073;4,4;1009,7;1012,1;3,5;74;4,8;27,4;158;14,5;90;29
2020-06-30;29,8;24,4;26,9;24,3;24,9;0;8,53;13,8;1010,1;1012,5;4;82;4,8;41,8;90;22,5;112;30
2020-07-01;31,8;23,6;27,6;24,2;24,9;0;9,286;0;1009,5;1011,9;2,5;63;3,2;17,7;45;9,7;45;1
2020-07-02;30,9;24,4;27,7;24,5;25,2;0;9,388;44,6;1009,2;1011,6;3,4;64;4,8;30,6;292;12,9;292;2
2020-07-03;31,7;24,4;28;24,7;25,4;0;9,664;0;1009;1011,4;3,9;74;4,8;22,5;68;12,9;112;3
2020-07-04;31,8;24,6;27,4;24,4;25,1;0;9,039;6,8;1008,9;1011,3;3,9;97;4,8;30,6;112;17,7;112;4
2020-07-05;31,9;24,2;27;24,5;25,1;0;8,644;1;1009,3;1011,8;2,4;54;3,2;38,6;68;19,3;68;5
2020-07-06;31,2;24,4;27,6;24,7;25,4;0;9,248;1,2;1009,9;1012,3;4,4;57;4,8;29;68;14,5;68;6
2020-07-07;30,7;24;27,2;24,1;24,8;0;8,895;2,2;1009,7;1012,2;3,5;78;4,8;29;135;16,1;112;7
2020-07-08;31,6;23,6;27,7;24,2;24,9;0;9,381;0;1009,5;1011,9;2,4;77;4,8;22,5;112;11,3;90;8
2020-07-09;30,9;24,8;27,9;24,8;25,5;0;9,6;1,6;1010,5;1012,9;3,4;89;3,2;41,8;90;20,9;112;9
2020-07-10;30,6;24,8;27,9;24,6;25,3;0;9,519;0;1010,7;1013,1;5,5;67;6,4;27,4;45;12,9;90;10
2020-07-11;29,5;24;26,7;24,3;24,8;0;8,345;26,6;1010,3;1012,7;2,1;74;3,2;37;90;16,1;112;11
2020-07-12;31,5;23,8;27,8;24,3;25,1;0;9,46;3,6;1010,4;1012,9;3,4;72;3,2;25,7;180;12,9;135;12
2020-07-13;33;24,6;28,7;24,7;25,6;0;10,363;0;1010,9;1013,4;3,4;82;3,2;19,3;45;11,3;90;13
2020-07-14;32,2;24,9;28,2;24,4;25,2;0;9,88;0,2;1011,3;1013,7;1,9;103;3,2;25,7;112;12,9;112;14
2020-07-15;31,7;24,3;27,9;24,3;25,1;0;9,549;0;1010,6;1013,1;5,1;77;6,4;27,4;68;14,5;90;15
2020-07-16;31,6;26,3;28,8;24,3;25,3;0;10,492;0;1011;1013,4;10;85;9,7;27,4;90;16,1;90;16
2020-07-17;32,1;24;28,3;24,3;25,2;0;9,523;0,6;1010,9;1013,3;5,5;91;4,8;43,5;158;25,7;135;17
2020-07-18;32,1;24,3;28,3;24,5;25,3;0;9,972;0,8;1010,1;1012,5;3,7;62;4,8;25,7;90;12,9;45;18
2020-07-19;31,5;24,1;27,2;23,9;24,7;0;8,881;12;1009,9;1012,4;3,5;92;3,2;40,2;112;17,7;135;19
2020-07-20;31,1;23,6;26,7;23,8;24,5;0;8,356;15,4;1009,6;1012;2;115;3,2;48,3;112;29;135;20
2020-07-21;31,6;23,6;27;23,7;24,4;0;7,568;0,2;1009;1011,5;2,4;89;4,8;32,2;135;14,5;135;21
2020-07-22;30,1;23,6;26,5;24;24,6;0;8,177;0;1009,6;1012;2,8;346;4,8;19,3;90;9,7;315;22
2020-07-23;31,2;23,9;27,4;24,4;25,1;0;9,044;0;1009,7;1012,2;3,8;43;4,8;19,3;68;9,7;68;23
2020-07-24;31,9;24,2;26,6;24,4;24,9;0;8,289;10;1009,8;1012,2;1,5;46;3,2;37;135;16,1;90;24
2020-07-25;30,7;23,3;25,8;23,8;24,3;0;7,445;2,2;1010,8;1013,2;1,2;352;3,2;30,6;90;14,5;90;25
2020-07-26;31,6;23,4;27,2;24;24,7;0;8,913;0;1010,9;1013,3;3;80;3,2;24,1;135;12,9;135;26
2020-07-27;33,3;24,1;28,5;24,3;25,1;0;10,138;0;1010,3;1012,7;2,3;113;3,2;16,1;112;8;90;27
2020-07-28;32,6;26,1;29;23,6;24,7;0;10,709;0;1010,4;1012,8;4,8;109;4,8;22,5;112;12,9;135;28
2020-07-29;31,3;24,4;28,5;24,2;25,2;0;9,775;0;1011,2;1013,6;5,5;88;4,8;25,7;68;12,9;90;29
2020-07-30;30,5;24,9;26,8;24,1;24,7;0;5,619;0;1010,4;1012,8;0,3;158;1,6;29;112;16,1;90;30
2020-07-31;33,2;24,9;28,4;23,8;24,8;0;10,042;0,2;1010,3;1012,8;2,6;109;3,2;25,7;112;16,1;112;31
2020-08-01;32,4;24,6;28,1;24,4;25,2;0;9,774;1,6;1011,4;1013,8;3,2;69;4,8;29;90;16,1;90;1
2020-08-02;31,8;23,8;28;24,4;25,2;0;9,682;21,2;1012,4;1014,8;5,7;73;6,4;29;90;12,9;68;2
2020-08-03;32,2;23,3;27;23,7;24,4;0;8,667;0,8;1013,6;1016,1;1,4;109;4,8;37;112;19,3;112;3
2020-08-04;31,7;23,2;27,4;23,6;24,4;0;9,055;3,8;1012,9;1015,3;3,5;80;3,2;38,6;68;22,5;90;4
2020-08-05;30,8;23,4;27,2;23,6;24,4;0;8,846;2,4;1012,4;1014,8;2,4;76;3,2;22,5;112;12,9;90;5
2020-08-06;32;23,9;28,1;24;24,8;0;9,723;0;1011,4;1013,9;3,2;61;4,8;29;45;14,5;90;6
2020-08-07;32,2;24,6;29;24,4;25,4;0;10,653;0;1012;1014,4;5,8;86;6,4;20,9;68;12,9;90;7
2020-08-08;32,6;25,7;29,4;24,8;25,8;0;11,084;0;1012,4;1014,8;5,9;85;6,4;22,5;68;12,9;90;8
2020-08-09;32,4;24,7;29;24,8;25,7;0;10,704;0;1012,1;1014,5;2,7;77;3,2;20,9;90;9,7;68;9
2020-08-10;32,6;25,4;28,6;24,8;25,6;0;10,225;0,2;1010,2;1012,6;5;84;6,4;25,7;112;14,5;112;10
2020-08-11;32,8;25,1;28,7;24,7;25,6;0;10,384;0;1008,8;1011,2;6,2;75;6,4;29;45;16,1;90;11
2020-08-12;32,6;25,1;28,4;24,8;25,6;0;10,107;5;1008,5;1010,9;5,1;66;6,4;30,6;135;17,7;135;12
2020-08-13;32,5;24,8;28,6;24,8;25,6;0;10,25;1;1008,5;1010,9;5;75;4,8;45,1;112;24,1;112;13
2020-08-14;32,3;27,4;29,4;25;25,9;0;11,106;0;1007,8;1010,2;12;81;11,3;32,2;68;19,3;90;14
2020-08-15;32,5;27,5;29,1;24,9;25,8;0;10,792;0;1007,4;1009,8;9,5;90;9,7;30,6;68;16,1;90;15
2020-08-16;32,7;27,1;29,2;25;25,9;0;10,878;0;1007,9;1010,3;9,3;86;9,7;30,6;68;16,1;90;16
2020-08-17;32,6;25,7;29;24,4;25,4;0;8,865;0;1007,7;1010,1;7,6;65;8;30,6;45;16,1;68;17
2020-08-18;32,6;25;28,6;24,4;25,3;0;8,952;0;1008,1;1010,5;6;59;8;27,4;90;16,1;90;18
2020-08-19;28,3;24,7;26;24,2;24,6;0;2,866;12,2;1009,2;1011,6;3,1;340;3,2;17,7;360;8;22;19
2020-08-22;31,8;26,5;30;25,1;26,1;0;4,389;0;1008,7;1011,1;9,1;94;8;25,7;112;16,1;90;22
2020-08-23;32,8;24,9;28,3;24,4;25,2;0;10,012;0;1009,9;1012,4;6,9;89;8;32,2;90;17,7;90;23
2020-08-24;31;23,5;26,8;24,3;24,9;0;7,051;30,6;1010,2;1012,6;2,1;77;4,8;46,7;112;29;135;24
2020-08-25;31,9;23,5;28,1;24,4;25,2;0;8,986;94,4;1009,6;1012;3,2;92;4,8;20,9;270;11,3;90;25
2020-08-26;32,2;24,9;29;24,7;25,6;0;10,69;0;1008,8;1011,2;5,4;91;4,8;19,3;90;9,7;90;26
2020-08-27;32,2;25,3;28,9;24,9;25,8;0;10,613;0;1009,3;1011,7;4,7;92;4,8;24,1;90;14,5;90;27
2020-08-28;31,6;25,6;28,8;25;25,8;0;10,43;0;1009,2;1011,6;6,6;92;8;27,4;68;16,1;90;28
2020-08-29;31,3;23,3;28,1;24,8;25,5;0;9,808;18,2;1008,4;1010,8;7,7;73;9,7;30,6;90;17,7;90;29
2020-08-30;32,2;24,3;28,4;24,6;25,4;0;10,056;1,8;1008,9;1011,3;9,6;91;9,7;45,1;135;24,1;135;30
2020-08-31;32,1;24,2;28;24,1;25;0;9,663;1,8;1010,4;1012,8;7,5;77;8;46,7;135;25,7;135;31
2020-09-01;31,5;23,5;27,5;23,8;24,6;0;9,144;0,4;1010,7;1013,1;6;70;6,4;29;112;16,1;90;1
2020-09-02;31,7;24,4;28,5;24,6;25,4;0;10,122;0;1009,2;1011,6;7,5;58;8;30,6;68;16,1;68;2
2020-09-03;31,9;24,8;28,8;24,6;25,5;0;10,464;0;1009,2;1011,6;7,2;56;8;29;68;12,9;68;3
2020-09-04;32,2;24,8;28,8;24,7;25,6;0;10,252;0;1010,7;1013,1;5,5;66;6,4;29;68;16,1;90;4
2020-09-05;32,8;26,9;29,5;25;25,9;0;10,914;0;1009,9;1012,3;9,5;88;9,7;29;90;17,7;90;5
2020-09-06;32,8;24,2;27,6;24,2;25;0;7,491;2,6;1008,6;1011;4,9;91;6,4;40,2;135;25,7;135;6
2020-09-07;32,1;24,1;28,2;24,6;25,4;0;9,71;0;1007,5;1009,9;5;68;6,4;25,7;68;14,5;90;7
2020-09-08;32,6;25,1;29,1;24,8;25,7;0;10,739;0;1007,8;1010,2;7;69;8;32,2;68;17,7;90;8
2020-09-09;32,6;25,3;28,4;24,7;25,5;0;8,416;0;1010,1;1012,6;6,6;66;8;27,4;45;14,5;68;9
2020-09-10;32,3;27,4;29,4;24,4;25,4;0;11,111;0;1010,6;1013;11,7;72;11,3;35,4;68;19,3;90;10
2020-09-11;31,8;25,3;28,9;24,3;25,3;0;10,523;0;1009,3;1011,7;7,8;62;8;32,2;90;16,1;68;11
2020-09-12;32,7;24,1;28,7;24,6;25,4;0;10,364;6,8;1009;1011,5;8,2;86;8;33,8;68;20,9;112;12
2020-09-13;32,3;24,2;28;24,7;25,4;0;9,621;0;1010,1;1012,5;6,2;76;6,4;30,6;68;16,1;112;13
2020-09-14;32,1;23,3;27,4;24,4;25,1;0;9,085;22;1010,8;1013,2;1,7;71;3,2;45,1;135;24,1;135;14
2020-09-15;32,4;23,6;28,2;24,3;25,1;0;9,914;0;1009,4;1011,8;3,5;80;4,8;30,6;90;17,7;90;15
2020-09-16;32,2;26,1;29,1;24,9;25,8;0;10,78;0;1008,9;1011,3;8;72;8;32,2;68;17,7;90;16
2020-09-17;31,8;25,4;28,9;24,9;25,7;0;10,588;0,2;1009,5;1011,9;8,8;68;8;33,8;68;20,9;90;17
2020-09-18;31,8;24,9;28,8;24,5;25,4;0;10,475;0;1010;1012,4;8,4;72;9,7;33,8;68;19,3;90;18
2020-09-19;31,7;25,2;28,8;24,3;25,3;0;10,503;0;1009,8;1012,3;8,5;74;9,7;30,6;68;17,7;90;19
2020-09-20;31,9;25,1;28,8;24,4;25,4;0;10,504;0;1009,1;1011,6;8,8;74;9,7;30,6;90;17,7;90;20
2020-09-21;31,9;25,3;28,9;24,3;25,3;0;10,546;0;1009,7;1012,1;8,8;70;9,7;30,6;45;17,7;90;21
2020-09-22;31,8;25,3;28,8;24,4;25,3;0;10,434;0;1010,6;1013;9,5;65;9,7;33,8;45;19,3;68;22
2020-09-23;32,1;24,2;28,7;24;25;0;10,378;0;1011,4;1013,9;9;65;9,7;30,6;45;17,7;68;23
2020-09-24;31,7;25,1;28,7;23,6;24,7;0;10,413;0;1011,5;1013,9;8,6;53;8;32,2;90;19,3;90;24
2020-09-25;31,4;25,3;28,4;24,1;25;0;10,097;2,2;1010,5;1012,9;7,7;63;9,7;35,4;45;17,7;90;25
2020-09-26;31,8;24,6;28,3;24;24,9;0;9,981;0,4;1009;1011,5;7,3;81;8;30,6;68;16,1;112;26
2020-09-27;32,1;24,2;28,2;24,2;25;0;9,818;0;1008,5;1010,9;7,2;87;8;35,4;90;17,7;112;27
2020-09-28;31,8;25,8;29;24,4;25,4;0;10,638;0;1008,5;1010,9;10,5;70;11,3;32,2;68;20,9;68;28
2020-09-29;32,2;25,2;28,9;24,3;25,3;0;10,6;0;1009,5;1011,9;9,2;68;9,7;30,6;68;17,7;90;29
2020-09-30;32,1;24,9;28,8;24,2;25,2;0;10,5;0;1008,9;1011,3;9,3;58;9,7;30,6;68;19,3;68;30
2020-10-01;32,4;24,2;28,8;24,1;25,1;0;10,443;0;1007,5;1009,9;6,6;69;8;25,7;90;14,5;90;1
2020-10-02;33;24,4;28,6;24,3;25,2;0;10,307;0;1008;1010,4;5;83;6,4;27,4;112;14,5;112;2
2020-10-03;32,2;24,9;29,1;24,7;25,6;0;10,733;0;1008,7;1011,1;8,8;68;9,7;32,2;90;17,7;90;3
2020-10-04;32,2;25,1;29,3;24,7;25,7;0;10,983;0;1008,6;1011,1;9;75;9,7;30,6;90;16,1;90;4
2020-10-05;32,4;25,4;29,1;24,5;25,5;0;10,808;0;1008,8;1011,3;9;68;9,7;30,6;90;17,7;90;5
2020-10-06;32,7;25,8;29,2;24,6;25,6;0;10,868;0,2;1009,4;1011,9;9,7;68;9,7;38,6;68;20,9;68;6
2020-10-07;32,1;26,1;29,4;24,4;25,4;0;11,057;0;1011;1013,4;9,8;59;9,7;30,6;68;17,7;68;7
2020-10-08;32;25,7;29;24,1;25,1;0;10,64;0;1010,6;1013;9,3;54;9,7;30,6;68;17,7;90;8
2020-10-09;32,3;24,8;28,9;24,1;25,1;0;10,577;0;1010,9;1013,4;8,6;58;9,7;29;68;16,1;90;9
2020-10-10;31,9;24,3;28,5;23,8;24,8;0;10,21;0;1010,9;1013,3;7,7;65;8;32,2;68;16,1;90;10
2020-10-11;32,4;24,6;28,8;23,4;24,6;0;10,425;0;1010,5;1012,9;8,5;72;9,7;29;90;16,1;90;11
2020-10-12;32,9;24,7;29,1;24,2;25,2;0;10,74;0;1009,8;1012,3;6,3;79;6,4;27,4;45;16,1;68;12
2020-10-13;32,7;25,5;29,3;23,7;24,9;0;10,953;0;1009,2;1011,6;10,5;60;11,3;32,2;90;19,3;90;13
2020-10-14;32,1;25,3;29,1;23,9;25;0;10,782;0;1008,9;1011,3;10,3;53;11,3;32,2;90;19,3;45;14
2020-10-15;32,2;24,7;28,9;23,9;25;0;10,52;0;1009,1;1011,5;8,5;55;9,7;32,2;68;19,3;68;15
2020-10-16;32,1;24,9;28,9;23,4;24,6;0;10,597;0;1010;1012,4;8,4;50;9,7;29;90;16,1;90;16
2020-10-17;32;24,8;29;23,7;24,8;0;10,622;0;1008,9;1011,3;9,7;58;9,7;30,6;45;17,7;90;17
2020-10-18;32,3;25,9;29,1;24,6;25,6;0;10,808;0,4;1007,7;1010,1;10,7;72;11,3;38,6;68;22,5;90;18
2020-10-19;32;25,1;28,9;24,2;25,2;0;10,586;0;1007,8;1010,2;8,9;70;9,7;33,8;68;19,3;90;19
2020-10-20;32,9;25,2;29,4;24,6;25,6;0;11,044;0;1008,8;1011,2;9,3;64;9,7;32,2;90;17,7;45;20
2020-10-21;32,9;25,4;29,5;24,7;25,7;0;11,204;0;1009,8;1012,2;9,9;57;9,7;32,2;68;17,7;90;21
2020-10-22;32,2;24,7;28,9;24,3;25,2;0;10,479;0;1009,4;1011,8;7,6;55;9,7;29;360;17,7;90;22
2020-10-23;32,3;24,6;29;23,9;24,9;0;10,676;0;1009;1011,4;8,8;57;9,7;32,2;68;17,7;45;23
2020-10-24;32,6;25,2;29;24,4;25,4;0;10,707;0;1008,4;1010,8;9,8;62;11,3;35,4;90;19,3;90;24
2020-10-25;32,9;24,8;28,9;24,2;25,2;0;10,614;0;1008,3;1010,8;5,3;52;6,4;24,1;112;14,5;68;25
2020-10-26;32,2;24,4;28,7;24,3;25,2;0;10,416;0;1008,1;1010,5;7,2;76;9,7;27,4;68;17,7;90;26
2020-10-27;32,5;24,9;28,6;24,6;25,5;0;10,311;0;1007,2;1009,6;6,3;82;8;32,2;90;20,9;90;27
2020-10-28;32,7;25,6;29;25;25,8;0;10,688;0;1006;1008,4;7,8;80;8;32,2;68;22,5;90;28
2020-10-29;32,3;25,5;29,3;25,1;26;0;10,975;0;1006,4;1008,8;8,9;60;9,7;35,4;68;17,7;68;29
2020-10-30;32,6;26;29,3;24,5;25,5;0;10,997;0;1008,3;1010,7;9,1;51;9,7;32,2;45;17,7;90;30
2020-10-31;32,6;24,4;28,8;24,6;25,5;0;10,464;0;1008,3;1010,7;9,6;68;9,7;30,6;68;17,7;68;31
2020-11-01;33,4;25,1;29,2;24,7;25,7;0;10,873;0;1007,6;1010;6,7;69;8;27,4;90;17,7;90;1
2020-11-02;32,7;24,9;29,1;24,4;25,4;0;10,73;0;1007;1009,4;5,3;51;8;25,7;68;16,1;112;2
2020-11-03;32,2;25,3;28,1;24,7;25,4;0;9,396;4;1008,4;1010,8;1,4;33;6,4;37;68;14,5;112;3
2020-11-04;30,3;23,7;26,9;24,6;25,1;0;8,606;46,8;1008,9;1011,3;4,6;81;4,8;64,4;292;16,1;22;4
2020-11-05;31,1;24,4;26,7;24,5;25;0;8,416;3,2;1007,8;1010,3;3,2;51;4,8;37;68;22,5;90;5
2020-11-06;31,8;24,3;27,7;24,2;25;0;9,381;0;1008,2;1010,6;6,8;91;6,4;33,8;90;20,9;90;6
2020-11-07;31,4;26;28,2;24,9;25,6;0;9,872;2,6;1009,3;1011,7;8,6;91;9,7;35,4;90;17,7;90;7
2020-11-08;32,6;25,3;29,1;25;25,9;0;10,816;0;1009,3;1011,7;10,2;58;11,3;37;45;19,3;90;8
2020-11-09;32,4;23,9;28,6;23,9;24,9;0;10,237;0;1009,2;1011,6;7,6;45;8;33,8;68;19,3;68;9
2020-11-10;31,7;24,8;27,8;24,7;25,4;0;9,483;0,8;1009,1;1011,5;3,5;70;6,4;24,1;135;16,1;135;10
2020-11-11;30,9;24,9;27,7;24,7;25,4;0;9,351;5,6;1009,2;1011,6;5;80;6,4;29;45;16,1;90;11
2020-11-12;31,1;24,4;27,8;24,7;25,4;0;9,422;2,2;1008,4;1010,8;4,3;64;4,8;32,2;45;16,1;68;12
2020-11-13;31,9;25,1;28,5;24,9;25,6;0;10,178;4,6;1008,2;1010,6;5,8;83;6,4;30,6;45;17,7;90;13
2020-11-14;31,2;24,9;28;25;25,7;0;9,641;38,4;1008,1;1010,5;5,4;53;6,4;30,6;45;16,1;90;14
2020-11-15;31,5;26;28,7;25;25,8;0;10,393;0;1007,9;1010,3;9,3;50;9,7;30,6;68;19,3;68;15
2020-11-16;31,4;25,1;28,7;25;25,8;0;10,38;1,4;1008;1010,4;6,9;59;8;25,7;68;16,1;90;16
2020-11-17;31,1;25;27,5;24,7;25,3;0;9,145;2,2;1007,1;1009,5;3,4;50;4,8;29;45;17,7;45;17
2020-11-18;31,2;24,6;27,5;24,5;25,1;0;9,168;0;1007,6;1010;3,4;11;6,4;22,5;338;14,5;90;18
2020-11-19;30,1;24,3;26,6;23,9;24,6;0;7,959;0;1008,8;1011,3;1,5;334;4,8;22,5;45;12,9;135;19
2020-11-20;31,6;24,7;27,4;24,3;25;0;8,776;0;1008;1010,4;5,4;76;6,4;32,2;68;20,9;68;20
2020-11-21;31,9;24,4;28,4;24,7;25,5;0;10,034;0;1007,1;1009,5;7,8;78;8;32,2;68;19,3;90;21
2020-11-22;30,4;23,9;26,5;24,2;24,7;0;8,176;88,6;1008,8;1011,2;2;64;4,8;24,1;45;14,5;68;22
2020-11-23;28,2;23,8;25,9;23,9;24,4;0;7,555;7,6;1009,7;1012,1;4,2;69;4,8;25,7;45;14,5;22;23
2020-11-24;30,1;24,3;26,4;24,3;24,8;0;8,032;12;1008,9;1011,3;3,9;78;4,8;38,6;45;16,1;68;24
2020-11-25;30,2;23,9;25,5;24;24,4;0;2,944;0;1008,6;1011;1,8;19;3,2;24,1;90;12,9;68;25
2020-11-26;29,2;23,8;25,9;24,1;24,5;0;6,59;17,2;1007,9;1010,3;1,9;85;3,2;37;135;24,1;135;26
2020-11-27;30,5;23,6;27,2;24,5;25,1;0;8,858;2;1008,1;1010,5;5,4;81;6,4;37;112;20,9;112;27
2020-11-28;30,1;24,2;27,4;24,7;25,3;0;6,029;2,2;1008,8;1011,2;7,2;85;8;32,2;45;20,9;90;28
2020-11-29;30,2;25;27,5;25,1;25,6;0;9,127;25,8;1008,7;1011,1;5,5;40;6,4;32,2;90;14,5;90;29
2020-11-30;31,3;24,6;28,1;24,4;25,2;0;9,8;0;1009,1;1011,5;4,2;55;4,8;19,3;360;11,3;68;30
2020-12-01;31,5;25,1;28;24,7;25,4;0;9,647;0,2;1008,6;1011;5,2;74;6,4;32,2;135;20,9;112;1
2020-12-02;31,6;25,2;28,4;25;25,7;0;10,049;0,4;1008,4;1010,8;7,6;50;8;32,2;90;19,3;90;2
2020-12-03;31,6;24,8;28,6;24,6;25,5;0;10,307;0;1008,9;1011,3;8,9;57;9,7;30,6;45;17,7;90;3
2020-12-04;31,8;25,1;28,5;24,4;25,3;0;10,165;0;1009,3;1011,8;7,2;46;8;29;45;16,1;68;4
2020-12-05;31,7;25,3;28,4;24,6;25,4;0;10,115;1,6;1009,5;1011,9;8,1;51;8;32,2;112;19,3;90;5
2020-12-06;31,6;24,8;28,4;24,4;25,2;0;9,666;2;1009,2;1011,6;9;56;9,7;37;90;17,7;68;6
2020-12-07;31,8;27,8;29,7;24,9;25,9;0;4,747;0;1008,8;1011,2;10,3;71;11,3;33,8;68;17,7;45;7
2020-12-08;31,1;24,9;27,2;24,5;25,1;0;8,828;20,2;1010,4;1012,8;2,6;73;4,8;37;135;22,5;112;8
2020-12-09;28,3;23,5;25,9;24,1;24,5;0;7,529;6;1010,7;1013,2;0,4;351;1,6;38,6;112;20,9;90;9
2020-12-10;29,2;22,8;26,6;24,1;24,6;0;8,249;9,8;1009,6;1012;4,9;81;6,4;35,4;112;16,1;90;10
2020-12-11;31,5;23,7;27,7;24,3;25;0;9,262;0;1008,4;1010,8;7,4;63;6,4;25,7;45;14,5;45;11
